COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
TF;1;38570;;N;D;B00;FASNIA;73.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
CS;1;12200;;N;X;A00;ONDA;331.00;N;;SCANIACVAB;3700
M;1;28220;;N;X;B00;MAJADAHONDA;135.00;N;;VOLKSWAGENAG;2626
CR;1;28340;;N;D;B00;VALDEMORO;110.00;N;;VOLKSWAGENAG;2670
BU;1;09400;;N;D;B00;ARANDADEDUERO;103.00;N;;VOLKSWAGENAG;2605
H;1;21840;;N;X;A00;NIEBLA;375.00;N;;VOLVOTRUCKCORPORATION;3800
TO;1;28794;;N;D;B00;GUADALIXDESIERRA;27.40;N;;AUTOMOBILESPEUGEOT;1500
GC;1;35002;;N;X;B00;LASPALMASGC;81.00;S;;VOLKSWAGENAG;2605
M;1;28054;;N;D;B00;MADRID;103.00;N;;VOLKSWAGENAG;2920
MU;1;02400;;N;D;B00;HELLIN;16.00;N;;KAWASAKIHEAVYINDUSTRIESLTD;1430
GR;1;18194;;N;D;B00;CHURRIANADELAVEGA;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
GI;1;08401;;N;X;B00;GRANOLLERS;1.75;N;;TECNIGASPARTSSL;1216
VI;1;01010;;N;D;B00;VITORIAGASTEIZ;110.00;N;;VOLKSWAGENAG;2670
M;1;28915;;N;X;B00;LEGANES;100.00;N;;DAIMLERAG;3200
GU;1;19002;;N;D;B00;GUADALAJARA;63.00;N;;SEAT,S.A.;2469
M;1;28108;;N;X;B00;ALCOBENDAS;66.00;S;;RENAULTS.A.S.;2589
MA;1;29328;;N;D;B18;SIERRADEYEGUAS;74.00;N;;FORDWERKEGMBH;2933
V;1;46360;;N;D;B00;BUÑOL;66.00;N;;AUDIA.G.;2457
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
TF;1;38410;;N;X;B00;LOSREALEJOS;55.00;N;;AUTOMOBILESCITROEN;2728
TF;1;38010;;N;D;B00;SCTENERIFE;5.00;N;;BENZHOUVEHICLEINDUSTRYGROUPCOLTD;1280
M;1;28007;;N;D;B00;MADRID;61.80;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2570
PO;1;36380;;N;D;A02;GONDOMAR;103.00;N;;ADAMOPELAG;2737
GC;1;35629;;N;D;B00;TUINEJE;8.90;N;;ND;1450
C;1;15886;;N;D;B00;TEO;110.00;N;;AUDIA.G.;2817
VA;1;47008;;N;D;B00;VALLADOLID;66.00;N;;RENAULTS.A.S.;2589
A;1;30740;;N;D;B00;SANPEDROPINATAR;81.00;N;;AUDIA.G.;2620
M;1;28530;;N;D;B00;MORATADETAJUÑA;110.00;N;;ND;2660
IB;1;07817;;N;X;B00;SANJOSE;193.00;N;;VOLKSWAGENAG;2904
AB;1;02600;;N;X;A01;VILLARROBLEDO;330.00;N;;DAIMLERAG;3700
C;1;36516;;N;D;B00;LALIN;77.00;N;;SEAT,S.A.;2618
PO;1;36208;;N;D;B00;VIGO;51.00;N;;SEAT,S.A.;2469
M;1;28034;;N;D;B00;MADRID;77.00;N;;SEAT,S.A.;2618
GC;1;35530;;N;X;A01;TEGUISE;52.00;N;;DAIMLERAG;2494
B;1;08016;;N;D;B00;BARCELONA;35.00;N;;THAIHONDAMANUFACTURINGCOLTD;1410
B;1;08256;;N;X;A01;RAJADELL;338.00;N;;IVECOMAGIRUSAG;3790
TO;1;45514;;N;D;B00;QUISMONDO;15.00;N;;KTM-SPORTMOTORCYCLEAG;1482
M;1;28649;;N;X;B00;ROZASDEPUERTOREAL;110.00;S;;AUTOMOBILESCITROEN;2840
M;1;28660;;N;X;B00;BOADILLADELMONTE;66.00;S;;KIAMOTORSSLOVAKIAS.R.O.;2650
MU;1;30393;;N;D;B00;CARTAGENA;53.00;N;;KAWASAKIHEAVYINDUSTRIESLTD;1410
GU;1;19005;;N;D;B00;GUADALAJARA;66.00;N;;VOLKSWAGENAG;2456
MU;1;30002;;N;X;B00;MURCIA;66.00;N;;ADAMOPELAG;2755
M;1;28914;;N;D;B00;LEGANES;103.00;N;;VOLKSWAGENAG;2605
MU;1;30394;;N;D;B00;CARTAGENA;140.00;N;;AUDIA.G.;2816
M;1;28100;;N;X;B00;ALCOBENDAS;84.00;N;;AUTOMOBILESCITROEN;2728
MA;1;29160;;N;D;A04;CASABERMEJA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
C;1;36616;;N;X;B00;MEIS;125.00;N;;DAIMLERAG;2840
SO;1;42110;;N;X;A00;OLVEGA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
AL;1;04779;;N;D;B00;ADRA;70.00;N;;AUTOMOBILESCITROEN;2540
M;1;28043;;N;D;B00;MADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
GC;1;35100;;N;D;B00;SBARTOLOMETIRAJANA;250.00;N;;ND;3032
M;1;28027;;N;D;B00;MADRID;110.00;N;;VOLKSWAGENAG;2620
B;1;08025;;N;D;B00;BARCELONA;63.00;N;;AUDIA.G.;2457
M;1;28340;;N;D;B00;VALDEMORO;110.00;N;;SEAT,S.A.;2620
M;1;46149;;N;D;B00;GILET;84.00;N;;VOLVOCARCORPORATION;2647
MU;1;44002;;N;D;B00;TERUEL;110.00;N;;VOLKSWAGENAG;2620
MA;1;29002;;N;D;B00;MALAGA;66.00;N;;VOLKSWAGENAG;2456
GC;1;35530;;N;X;A01;TEGUISE;52.00;N;;DAIMLERAG;2494
L;1;08740;;N;D;B00;SANDREUDEBARCA;77.00;N;;SEAT,S.A.;2469
V;1;46132;;N;D;B00;ALMASSERA;66.00;N;;RENAULTS.A.S.;2589
OU;1;36600;;N;D;B00;VILAGARCIADEAROUSA;81.00;N;;VOLKSWAGENAG;2605
IB;1;07014;;N;X;A01;PALMAMALLORCA;84.00;N;;VOLKSWAGENAG;3000
AL;1;04878;;N;D;B00;SIERRO;66.00;N;;SEAT,S.A.;2469
IB;1;07550;;N;X;B00;SONSERVERA;70.00;N;;FORDWERKEGMBH;2489
M;1;28925;;N;X;B00;ALCORCON;66.00;N;;AUTOMOBILESCITROEN;2728
IB;1;07011;;N;D;B00;PALMAMALLORCA;85.00;N;;ADAMOPELAG;2685
Z;1;50012;;N;X;A00;ZARAGOZA;310.00;N;;DAIMLERAG;3850
M;1;28340;;N;D;A04;VALDEMORO;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
M;1;28600;;N;D;B00;NAVALCARNERO;66.00;N;;AUDIA.G.;2457
M;1;28002;;N;D;B00;MADRID;96.00;N;;NISSANINTERNATIONAL,S.A.;2705
V;1;13600;31082007;U;D;B00;ALCAZARDESANJUAN;100.00;N;;DAIMLERCHRYSLERAG;2760
CE;1;51002;;N;D;B00;CEUTA;68.00;N;;AUTOMOBILESCITROEN;2608
B;1;08204;;N;X;B00;SABADELL;66.00;N;;RENAULTS.A.S.;2606
H;1;21840;;N;X;A00;NIEBLA;382.00;N;;SCANIACVAB;3700
B;1;08015;;N;D;B00;BARCELONA;100.00;N;;DAIMLERAG;2699
C;1;15011;;N;D;B00;ACORUÑA;77.00;N;;SKODAAUTOA.S.;2668
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
GR;1;18630;;N;D;B00;OTURA;103.00;N;;VOLKSWAGENAG;2708
M;1;28051;;N;D;B00;MADRID;130.00;N;;VOLKSWAGENAG;2708
VA;1;47008;;N;D;B00;VALLADOLID;74.00;N;;FORDWERKEGMBH;2489
CA;1;11500;;N;D;B00;ELPUERTOSTAMARIA;50.00;N;;AUTOMOBILESCITROEN;2451
M;1;28907;;N;D;B00;GETAFE;125.00;N;;DAIMLERAG;2755
M;1;28008;;N;D;B00;MADRID;85.00;N;;BAYERISCHEMOTORENWERKEAG;2690
B;1;08913;;N;D;B00;BADALONA;85.00;N;;ND;2640
CO;1;14600;;N;X;B00;MONTORO;55.00;N;;AUTOMOBILEDACIASA;2589
MU;1;30500;;N;X;B00;MOLINADESEGURA;55.00;N;;SKODAAUTOA.S.;2451
M;1;28700;;N;D;B00;SANSEBASTIANREYES;12.49;N;;DAIMLERAG;2699
BI;1;48015;;N;D;B00;BILBAO;68.00;N;;AUTOMOBILESPEUGEOT;2728
P;1;34190;;N;X;A10;VILLAMURIELCERRATO;272.00;N;;SCANIACVAB;3700
M;1;28224;;N;D;B00;POZUELODEALARCON;110.00;N;;JAGUARLANDROVERLIMITED;2660
IB;1;07315;;N;X;A01;ESCORCA;66.00;N;;SEAT,S.A.;2618
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
PO;1;36388;;N;D;B00;GONDOMAR;68.00;N;;AUTOMOBILESCITROEN;2595
V;1;46017;;N;D;B00;VALENCIA;81.00;N;;AUDIA.G.;2620
VA;1;47015;;N;D;B00;VALLADOLID;85.00;N;;RENAULTS.A.S.;2703
O;1;33005;;N;D;B00;OVIEDO;90.00;N;;VOLKSWAGENAG;2620
B;1;08203;;N;D;B00;SABADELL;60.00;N;;AUTOMOBILESPEUGEOT;2538
B;1;43882;;N;X;B00;CALAFELL;92.00;N;;VOLKSWAGENAG;2575
MA;1;29200;;N;X;A00;ANTEQUERA;331.00;N;;SCANIACVAB;3700
MU;1;30150;;N;D;B00;MURCIA;66.00;N;;AUDIA.G.;2457
M;1;28029;;N;X;A00;MADRID;95.00;N;;ND;4325
CO;1;14100;;N;D;B00;LACARLOTA;110.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
AV;1;28680;;N;D;B00;MARTINVALDEIGLESIAS;85.00;N;;BAYERISCHEMOTORENWERKEAG;2495
AB;1;02160;;N;D;B00;LEZUZA;75.00;N;;VOLKSWAGENAG;2681
M;1;28410;;N;D;B00;MANZANARESELREAL;92.00;N;;VOLKSWAGENAG;2575
B;1;28864;;N;X;B00;AJALVIR;114.00;S;;TOYOTAMOTOREUROPEN.V./S.A.;2660
B;1;08480;;N;D;B00;LAMETLLADELVALLES;2.50;N;;XIAMENXIASHINGMOTORC.CO.LTD;1300
IB;1;07315;;N;X;A01;ESCORCA;66.00;N;;SEAT,S.A.;2618
B;1;08256;;N;X;B00;AGUILARDESEGARRA;105.00;S;;BAYERISCHEMOTORENWERKEAG;2810
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
B;1;08256;;N;X;B00;AGUILARDESEGARRA;66.00;S;;FIATGROUPAUTOMOBILESS.P.A.;2755
B;1;08940;;N;D;B00;CORNELLADELLOB;66.00;N;;RENAULTS.A.S.;2606
O;1;28411;;N;X;A01;MORALZARZAL;55.00;N;;AUTOMOBILEDACIASA;2589
SO;1;42110;;N;X;A00;OLVEGA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
TF;1;38280;;N;D;B00;TEGUESTE;68.00;N;;AUTOMOBILESCITROEN;2728
GC;1;35200;;N;D;B00;TELDE;63.00;N;;ADAMOPELAG;2511
M;1;28039;;N;D;B00;MADRID;66.00;N;;RENAULTS.A.S.;2606
A;1;03780;;N;D;B00;PEGO;77.00;N;;VOLKSWAGENAG;2675
H;1;21400;;N;D;B00;AYAMONTE;77.00;N;;VOLKSWAGENAG;2620
M;1;28440;;N;X;B00;GUADARRAMA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
VA;1;47140;;N;D;B00;LAGUNADEDUERO;100.00;N;;DAIMLERAG;2699
CA;1;11130;;N;D;B00;CHICLANADELAFTRA;140.00;N;;AUDIA.G.;2816
M;1;28213;;N;X;B00;COLMENARDELARROYO;88.00;S;;ADAMOPELAG;2737
B;1;08960;;N;X;B00;SJUSTDESVERN;66.00;N;;AUTOMOBILEDACIASA;2810
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
T;B;43151;16092011;U;D;B00;ELSPALLARESOS;120.00;N;;DAIMLERAG;3200
GR;1;18247;;N;D;B00;MOCLIN;60.00;N;;AUTOMOBILESCITROEN;2595
B;1;08573;;N;X;B00;ORIS;190.00;N;;JAGUARLANDROVERLIMITED;2923
OU;1;32001;;N;X;A00;OURENSE;0.00;N;;LECITRAILERSA;6150
M;1;28017;;N;D;B00;MADRID;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
PO;1;36940;;N;D;B00;CANGAS;66.00;N;;AUDIA.G.;2457
NA;1;31440;;N;D;B00;LUMBIER;66.00;N;;AUTOMOBILEDACIASA;2589
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;103.00;S;;VOLKSWAGENAG;2711
AB;1;02006;;N;D;B00;ALBACETE;77.00;N;;VOLKSWAGENAG;2620
A;1;03004;;N;D;B00;ALICANTE;77.00;N;;SEAT,S.A.;2469
CA;1;11401;;N;D;B00;JEREZDELAFTRA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;110.00;S;;VOLKSWAGENAG;2620
S;1;48190;;N;D;B00;SOPUERTA;92.00;N;;VOLKSWAGENAG;2575
P;1;34004;;N;D;B00;PALENCIA;110.00;N;;VOLKSWAGENAG;2670
O;1;39310;;N;D;B00;MIENGO;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
T;1;43760;;N;D;B00;ELMORELL;105.00;N;;BAYERISCHEMOTORENWERKEAG;2810
B;1;08210;;N;D;B00;BARBERADELVALLES;66.00;N;;SEAT,S.A.;2469
GC;1;35002;;N;X;B00;LASPALMASGC;81.00;S;;VOLKSWAGENAG;2605
CC;1;10002;;N;D;B00;CACERES;66.00;N;;SEAT,S.A.;2469
M;1;28660;;N;D;B00;BOADILLADELMONTE;55.00;N;;SEAT,S.A.;2469
M;1;28026;;N;D;B00;MADRID;10.50;N;;DAELIMMOTORCOLTD;1380
J;1;23004;;N;D;B00;JAEN;81.00;N;;VOLKSWAGENAG;2670
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;110.00;S;;VOLKSWAGENAG;2620
B;1;08256;;N;X;A01;RAJADELL;93.00;N;;CARROCERIASSANCASA;3750
LO;1;39003;;N;X;B00;SANTANDER;120.00;N;;DAIMLERAG;4325
CA;1;11140;;N;D;B00;CONILDELAFTRA;2.52;N;;MBKINDUSTRIE;1210
B;1;08629;;N;D;B00;TORRELLESDELLOB;77.00;N;;VOLKSWAGENAG;2675
CA;1;11540;;N;D;B00;SANLUCARBARRAMEDA;6.04;N;;LMLLTD;1235
M;1;28015;;N;D;B00;MADRID;84.00;N;;VOLVOCARCORPORATION;2647
M;1;46360;;N;D;B00;BUÑOL;84.00;N;;VOLVOCARCORPORATION;2647
T;1;43870;;N;D;A00;AMPOSTA;0.00;N;;ND;1310
B;1;08029;;N;D;B00;BARCELONA;114.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
GI;1;17480;;N;D;B00;ROSES;54.00;N;;RENAULTS.A.S.;2589
MA;1;29600;11042012;U;D;B00;MARBELLA;130.00;N;;AUDIA.G.;2601
CO;1;23660;;N;D;B00;ALCAUDETE;80.00;N;;DAIMLERAG;2699
ML;1;52006;;N;D;B00;MELILLA;59.00;N;;MITSUBISHIMOTORSTHAILANDCORPORATION;2450
C;1;15004;;N;D;B00;ACORUÑA;100.00;N;;DAIMLERAG;2699
B;1;08256;;N;X;B00;AGUILARDESEGARRA;129.00;S;;ND;2750
M;1;45313;;N;D;B00;YEPES;103.00;N;;VOLKSWAGENAG;2711
M;1;28921;;N;D;B00;ALCORCON;86.00;N;;MITSUBISHIMOTORSCORPORATION;2670
C;1;15314;;N;D;B00;PADERNE;85.00;N;;FORDWERKEGMBH;2648
M;1;28043;;N;D;B00;MADRID;66.00;N;;ADAMOPELAG;2510
SE;1;41010;;N;D;B00;SEVILLA;88.00;N;;CHRYSLERGROUPLLC;2570
VA;1;47130;;N;D;B00;SIMANCAS;70.00;N;;KAWASAKIHEAVYINDUSTRIESLTD;1445
BA;1;06002;;N;D;B00;BADAJOZ;110.00;N;;JAGUARLANDROVERLIMITED;2660
M;1;28850;;N;D;B00;TORREJONDEARDOZ;77.00;N;;SKODAAUTOA.S.;2668
BU;1;20400;;N;D;B00;TOLOSA;92.00;N;;BAYERISCHEMOTORENWERKEAG;1510
IB;1;07260;;N;D;B00;PORRERES;11.00;N;;MBKINDUSTRIE;1340
SE;1;41018;;N;D;B00;SEVILLA;11.00;N;;PIAGGIO&C.S.P.A;1480
TF;1;38630;23041996;U;D;B00;ARONA;103.00;N;;BMWMGMBHGESELLSCHAFTFURINDIVIDUELLEAUTOMOBILE;2446
GI;5;17246;24111993;U;D;B00;SANTACRISTINADARO;0.00;N;;ND;0
BA;1;06700;;N;D;B00;VILLANUEVADESERENA;77.00;N;;SKODAAUTOA.S.;2668
M;B;08017;26072010;U;D;B00;BARCELONA;224.00;N;;FORDMOTORCOMPANY;2720
VA;1;09002;;N;D;B00;BURGOS;193.00;N;;DR.ING.H.C.F.PORSCHEAG;2895
SA;1;37338;;N;D;B00;VILLORUELA;55.00;N;;AUTOMOBILEDACIASA;2589
B;1;08006;;N;X;B00;BARCELONA;13.50;N;;THAISUZUKIMOTORCOLTD;1465
CA;1;13600;;N;D;B00;ALCAZARDESANJUAN;55.00;N;;HARLEYDAVIDSONMOTORCOMPANY;1710
SE;1;41100;;N;X;B00;CORIADELRIO;68.00;N;;AUTOMOBILESCITROEN;2595
PO;1;36788;;N;D;B00;AGUARDA;70.00;N;;RENAULTS.A.S.;2641
B;1;08190;;N;D;B00;SCUGATDELVALLES;80.00;N;;DAIMLERAG;2699
J;1;23440;;N;D;B00;BAEZA;3.20;N;;PIAGGIO&C.S.P.A;1315
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
CO;1;14005;;N;D;B00;CORDOBA;3.00;N;;PEUGEOTMOTOCYCLES,S.A.;1256
M;1;28921;;N;D;B00;ALCORCON;100.00;N;;ADAMOPELAG;2685
B;1;08017;;N;D;B00;BARCELONA;110.00;N;;MITSUBISHIMOTORSCORPORATION;2670
TF;1;38413;;N;D;B00;LOSREALEJOS;92.00;N;;SEAT,S.A.;2578
A;1;03769;;N;D;B00;SANETYNEGRALS;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
BA;1;10550;;N;D;B00;ALISEDA;80.00;N;;DAIMLERAG;2699
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
M;1;28230;;N;D;B00;LASROZASDEMADRID;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08290;;N;D;B00;CERDANYOLAVALLES;51.00;N;;SKODAAUTOA.S.;2451
B;1;08256;;N;X;A01;RAJADELL;152.00;N;;INDUSTRIALROMUSL;4185
SO;1;42110;;N;X;A00;OLVEGA;0.00;N;;FAHRZEUGWERKBERNARDKRONEGMBH;1310
B;1;08024;;N;D;B00;BARCELONA;11.00;N;;ND;1490
A;1;03830;;N;D;B00;MURODEALCOY;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08750;17092013;U;D;B00;MOLINSDEREI;80.00;N;;DAIMLERAG;2699
GC;1;35530;;N;X;A01;TEGUISE;52.00;N;;DAIMLERAG;2494
B;1;08914;;N;D;B00;BADALONA;8.70;N;;HONDAITALIAINDUSTRIALESPA;1340
VA;1;47171;;N;D;B00;CASTRONUEVOESGUEVA;66.00;N;;SEAT,S.A.;2469
GR;1;18151;;N;D;B00;OGIJARES;77.00;N;;SKODAAUTOA.S.;2589
M;1;28017;;N;D;B00;MADRID;63.00;N;;AUDIA.G.;2457
TO;1;28021;;N;D;B00;MADRID;85.00;N;;AUTOMOBILESCITROEN;2785
A;1;03630;;N;D;B00;SAX;66.00;N;;AUTOMOBILEDACIASA;2589
GC;1;35008;;N;D;B00;LASPALMASGC;11.00;N;;PIAGGIO&C.S.P.A;1535
SE;1;41006;;N;D;B00;SEVILLA;2.55;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1290
GC;1;35010;;N;D;A04;LASPALMASGC;66.00;N;;AUTOMOBILEDACIASA;2634
C;1;15172;;N;D;B00;OLEIROS;63.00;N;;SEAT,S.A.;2469
BI;1;48300;;N;D;B00;GERNIKA-LUMO;3.01;N;;KTM-SPORTMOTORCYCLEAG;1482
CC;1;10910;;N;D;B00;MALPARTIDACACERES;92.00;N;;AUTOMOBILEDACIASA;2673
B;1;20800;27052011;U;D;B00;ZARAUTZ;103.00;N;;VOLKSWAGENAG;2575
TF;1;38760;;N;D;A01;LOSLLANOSA;62.50;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2525
A;1;03004;;N;D;B00;ALICANTE;10.90;N;;KWANGYANGMOTORCOLTD;1450
B;1;08038;;N;X;B00;BARCELONA;15.00;N;;ND;1525
M;1;21005;;N;D;B00;HUELVA;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2770
P;1;34003;;N;X;A00;PALENCIA;0.00;N;;LECITRAILERSA;6140
SA;1;37008;;N;D;B00;SALAMANCA;64.00;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2385
CA;1;11201;;N;D;B00;ALGECIRAS;8.60;N;;HONDAITALIAINDUSTRIALESPA;1315
IB;1;07013;;N;D;B00;PALMAMALLORCA;103.00;N;;VOLKSWAGENAG;2538
BI;1;48112;;N;X;B00;MARURI-JATABE;94.00;N;;FIATGROUPAUTOMOBILESS.P.A.;3000
GR;1;18240;;N;D;B00;PINOSPUENTE;66.00;N;;AUDIA.G.;2457
M;1;28036;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
CU;1;16004;;N;D;B00;CUENCA;110.00;N;;SEAT,S.A.;2629
GU;1;28803;;N;D;B00;ALCALADEHENARES;110.00;N;;VOLVOCARCORPORATION;2647
CS;1;12184;;N;X;B00;SARRATELLA;70.00;N;;FORDWERKEGMBH;2648
M;1;02600;;N;D;B00;VILLARROBLEDO;39.00;N;;ND;1655
CA;1;11540;;N;D;B00;SANLUCARBARRAMEDA;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
CS;1;12184;;N;X;B00;SARRATELLA;55.00;N;;VOLKSWAGENAG;2456
M;1;28649;;N;X;B00;ROZASDEPUERTOREAL;50.00;S;;AUTOMOBILESPEUGEOT;2538
MA;1;29200;;N;X;A00;ANTEQUERA;331.00;N;;SCANIACVAB;3700
M;1;28721;;N;X;B00;REDUEÑA;55.00;N;;VOLKSWAGENAG;2456
M;1;28720;;N;D;B00;BUSTARVIEJO;55.00;N;;SKODAAUTOA.S.;2451
B;1;08850;;N;D;B00;GAVA;74.00;N;;ADAMOPELAG;2644
B;1;08256;;N;X;A01;RAJADELL;93.00;N;;ND;3450
CR;1;13620;;N;D;B00;PEDROMUÑOZ;66.00;N;;VOLKSWAGENAG;2456
M;1;28223;;N;D;B00;POZUELODEALARCON;81.00;N;;VOLKSWAGENAG;2605
B;1;08256;;N;X;A01;RAJADELL;114.00;N;;FORDWERKEGMBH;3954
T;1;43770;;N;D;B00;MORALANOVA;4.00;N;;ND;0
TF;1;38200;;N;D;B00;LALAGUNA;98.00;N;;AUTOMOBILESCITROEN;2728
LO;1;26008;;N;D;B00;LOGROÑO;103.00;N;;VOLKSWAGENAG;2605
MU;1;30700;;N;D;B00;TORREPACHECO;85.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2640
H;1;21840;;N;X;A00;NIEBLA;382.00;N;;SCANIACVAB;3700
M;1;28660;;N;X;B00;BOADILLADELMONTE;100.00;N;;BAYERISCHEMOTORENWERKEAG;2567
M;1;28213;;N;X;B00;COLMENARDELARROYO;140.00;S;;AUDIA.G.;2914
GR;1;18697;23121997;U;D;B00;ALMUÑECAR;98.00;N;;GMKOREACOMPANY;2570
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
BI;1;48200;;N;D;B00;DURANGO;85.00;N;;ND;2615
CA;1;11330;;N;D;B00;JIMENADELAFTRA;55.00;N;;AUTOMOBILEDACIASA;2810
CA;1;11201;;N;D;B00;ALGECIRAS;70.00;N;;RENAULTS.A.S.;2641
M;1;28038;;N;D;B00;MADRID;135.00;N;;SEAT,S.A.;2620
M;1;28690;;N;X;B00;BRUNETE;55.00;S;;RENAULTS.A.S.;2589
TO;1;13619;;N;D;B00;ARENALESDESANGREGORIO;77.00;N;;SEAT,S.A.;2618
M;1;30500;;N;X;B00;MOLINADESEGURA;84.00;N;;VOLVOCARCORPORATION;2647
GI;1;17257;;N;D;B00;TORROELLADEMONTGRI;6.50;N;;XIAMENXIASHINGMOTORC.CO.LTD;1320
M;1;28221;;N;X;B00;MAJADAHONDA;80.00;N;;DAIMLERAG;2699
IB;1;07015;;N;D;B00;PALMAMALLORCA;81.00;N;;VOLKSWAGENAG;2670
CS;1;12200;;N;X;A00;ONDA;331.00;N;;SCANIACVAB;3700
O;1;33201;;N;D;B00;GIJON;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
CO;1;14815;;N;D;B00;PRIEGODECORDOBA;77.00;N;;VOLKSWAGENAG;2620
SS;1;20749;;N;D;B00;AIZARNAZABAL;81.00;N;;RENAULTS.A.S.;3081
A;1;03578;;N;X;A01;RELLEU;51.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2300
B;1;08006;;N;X;B00;BARCELONA;13.50;N;;THAISUZUKIMOTORCOLTD;1465
A;1;03590;;N;D;B00;ALTEA;68.00;N;;ND;2451
SE;1;41020;;N;D;B00;SEVILLA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
V;1;46900;;N;D;B00;TORRENT;100.00;N;;DAIMLERAG;2699
J;1;23200;;N;D;B00;LACAROLINA;66.00;N;;AUTOMOBILEDACIASA;2634
VA;1;47003;;N;D;B00;VALLADOLID;135.00;N;;VOLKSWAGENAG;2626
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;85.00;S;;FORDWERKEGMBH;2850
VI;1;01007;;N;D;B00;VITORIAGASTEIZ;110.00;N;;VOLKSWAGENAG;2670
IB;1;07315;;N;X;A01;ESCORCA;66.00;N;;SEAT,S.A.;2618
GC;1;35100;;N;X;A01;SBARTOLOMETIRAJANA;69.00;N;;MAGYARSUZUKICORPORATIONLTD.;2430
O;1;33205;;N;D;B00;GIJON;66.00;N;;RENAULTS.A.S.;2589
S;5;39710;14111997;U;D;B00;MEDIOCUDEYO;0.00;N;;AUDIA.G.;0
T;1;43770;;N;D;B00;MORALANOVA;68.00;N;;ND;2728
A;1;03181;;N;D;B00;TORREVIEJA;66.00;N;;SKODAAUTOA.S.;2589
BU;1;09001;;N;D;B00;BURGOS;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
CO;1;14014;;N;D;B00;CORDOBA;66.00;N;;AUTOMOBILEDACIASA;2634
A;1;03201;;N;D;B00;ELCHE;68.00;N;;AUTOMOBILESPEUGEOT;2728
B;1;08256;;N;X;B00;AGUILARDESEGARRA;110.00;N;;VOLKSWAGENAG;2786
BI;1;48460;;N;D;B00;URDUÑA-ORDUÑA;88.00;N;;HONDAOFTHEU.K.MANUFACTURINGLTD.;2595
MU;1;30892;;N;X;A00;LIBRILLA;0.00;N;;ND;1310
O;1;28411;;N;X;A01;MORALZARZAL;55.00;N;;AUTOMOBILEDACIASA;2589
